replicate ,temp,age_gp,inoc,CollD5,RhizD5,coinfectedD5,plaD5,tillersD5,CollD7,RhizD7,coinfectedD7,plaD7,tillersD7,CollD10,RhizD10,coinfectedD10,plaD10,tillersD10,CollD12,RhizD12,coinfectedD12,plaD12,tillersD12,CollD15,RhizD15,coinfectedD15,plaD15,tillersD15,CollD20,RhizD20,coinfectedD20,plaD20,tillersD20,dry.biomass,plant_ID
2,21,o,r,0,0,0,5,6,0,1,0,10,7,0,1,0,0.05,7,0,1,0,0,0,0,1,0,5,7,0,1,0,1,8,8.02,186
2,21,y,r,0,1,0,50,1,0,1,0,50,1,0,1,0,50,1,0,1,0,30,1,0,1,0,25,1,0,1,0,1,1,0.35,219
2,21,y,r,0,0,0,0,1,0,0,0,0,2,0,1,0,1,3,0,1,0,5,3,0,1,0,2,3,0,1,0,1,3,2.65,223
3,29,o,r,0,1,0,1,7,0,1,0,1,7,0,1,0,1,7,0,1,0,1,7,0,1,0,1,7,0,1,0,1,7,1.6,331
3,29,o,r,0,1,0,8,6,0,1,0,5,6,0,1,0,1,6,0,1,0,1,6,0,1,0,1,6,0,1,0,1,7,1.56,333
3,29,o,r,0,1,0,2,5,0,1,0,5,6,0,1,0,1,5,0,1,0,1,5,0,1,0,1,5,0,1,0,1,5,1.29,337
3,29,o,r,0,1,0,1,7,0,1,0,5,8,0,1,0,5,8,0,1,0,5,8,0,1,0,5,8,0,1,0,1,8,1.54,338
3,29,o,r,0,1,0,2,5,0,1,0,0.5,6,0,1,0,0.5,5,0,1,0,0.5,5,0,1,0,1,5,0,1,0,1,5,1.29,341
3,29,o,r,0,1,0,5,3,0,1,0,10,4,0,1,0,1,4,0,1,0,1,20,0,1,0,1,20,0,1,0,1,5,0.33,343
5,29,y,rc,0,0,0,0,1,0,1,0,1,2,0,1,0,0,2,0,1,0,1,2,0,0,0,0,3,0,0,0,0,4,0.1,651
6,21,y,c,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,2.41,655
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1.08,656
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.55,657
6,21,y,c,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,1,0,0,0.5,3,1,0,0,0.5,3,0,0,0,0,5,,659
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.34,660
6,21,o,c,0,0,0,0,7,0,0,0,0,7,1,1,0,0.5,8,1,1,0,1,8,0,0,0,0,5,0,0,0,0,8,,664
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2.09,668
6,21,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,,669
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,2,,670
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,,671
6,21,y,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,,672
6,21,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,,673
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,674
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,,3,0,1,0,0,4,0,0,0,0,4,0,0,0,0,5,9.2,675
6,21,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,7.08,676
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,7.45,677
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,4.12,678
3,29,o,r,0,0,0,0,7,0,1,0,0.5,6,0,1,0,0,6,0,1,0,1,0,0,1,0,1,5,0,1,0,1,6,0.96,344
3,29,o,r,0,1,0,15,1,0,1,0,15,1,0,1,0,10,1,0,1,0,5,15,0,1,0,5,20,0,1,0,1,3,0.21,346
3,29,y,r,0,1,0,1,10,0,1,0,2,8,0,1,0,1,9,0,1,0,1,8,0,1,0,1,9,0,1,0,1,9,0.58,349
6,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1.71,682
3,29,y,r,0,1,0,2,5,0,1,0,5,4,0,1,0,5,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0.21,353
3,29,y,r,0,1,0,10,10,0,1,0,2,8,0,1,0,1,9,0,1,0,1,8,0,1,0,1,9,0,1,0,1,9,0.58,354
3,29,y,r,0,0,0,0,5,0,1,0,5,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0.21,355
3,29,y,r,0,0,0,0,7,0,0,0,0,8,0,1,0,5,10,0,1,0,5,10,0,1,0,1,9,0,1,0,1,9,0.56,356
3,29,y,r,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,1,0,1,3,0,1,0,1,4,0,1,0,1,4,0.32,359
3,29,y,r,0,0,0,0,2,0,1,0,1,2,0,0,0,0,3,0,1,0,3,1,0,1,0,4,1,0,1,0,1,4,0.32,361
3,29,y,rc,0,0,0,0,5,0,1,0,1,7,0,1,0,1,6,0,1,0,1,6,0,1,0,1,6,0,1,0,1,5,0.6,396
3,29,y,rc,0,0,0,0,1,0,1,0,15,1,0,1,0,33,1,0,1,0,5,2,0,1,0,1,2,0,1,0,1,3,-0.01,400
3,29,y,rc,0,0,0,0,2,0,0,0,1,2,0,1,0,1,2,0,1,0,5,3,0,1,0,1,3,0,1,0,1,4,0.09,402
4,21,y,r,0,1,0,2,1,0,1,0,25,1,0,1,0,50,1,0,1,0,50,1,0,1,0,25,1,0,1,0,1,4,,430
4,21,o,r,0,1,0,5,5,0,1,0,5,5,0,1,0,1,4,0,1,0,0,0,0,1,0,15,5,0,1,0,1,5,8.37,436
2,21,y,c,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,1,0,0,0.5,3,1,0,0,0.5,3,1,0,0,0.01,5,0.39,222
2,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.01,1,0.34,224
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0,0,0,0,1,1,0,0,0.01,3,0.71,409
4,21,o,r,0,1,0,5,7,0,1,0,10,7,0,1,0,10,6,0,1,0,10,6,0,1,0,10,6,0,1,0,1,7,5.41,441
4,21,y,r,0,1,0,10,2,0,1,0,20,2,0,1,0,20,2,0,1,0,20,2,0,1,0,30,3,0,1,0,1,5,2.78,473
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.36,707
4,21,o,r,0,1,0,5,5,0,1,0,5,5,0,1,0,1,4,0,0,0,0,1,0,1,0,15,5,0,1,0,1,5,8.37,486
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1.67,709
4,21,y,c,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,2,2,0,0,0,0,2,1,0,0,0.01,2,2.41,465
6,21,y,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,1.26,711
5,29,o,r,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,1,0,0,7,0,1,0,0.5,7,0,1,0,1,8,0.67,582
5,29,o,r,0,1,0,1,3,0,1,0,0.5,4,0,0,0,0,3,0,1,0,0.5,3,0,1,0,0.5,3,0,1,0,1,3,0.45,588
5,29,o,r,0,1,0,1,7,0,1,0,0.5,6,0,1,0,0.5,6,0,1,0,0.5,6,0,1,0,1,6,0,1,0,1,6,0.96,590
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.01,3,1.08,467
6,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,0,0,0,1,0,0,0,0,3,,717
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0,0,0,0,1,1,0,0,0.01,3,0.71,472
6,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0.4,720
5,29,o,r,0,1,0,8,6,0,1,0,0.5,6,0,1,0,0.5,6,0,1,0,0.5,6,0,1,0,1,6,0,1,0,1,7,1.56,591
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0.01,4,0.34,716
5,29,o,r,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,1,0,5,10,0,1,0,1,10,0,1,0,1,7,1.6,592
5,29,o,r,0,0,0,0,5,0,0,0,0,0,0,1,0,1,6,0,1,0,1,1,0,1,0,1,1,0,1,0,1,7,1.65,594
6,21,y,m,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,3.19,726
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0.31,727
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.08,728
6,21,y,m,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0.44,729
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0.01,3,0.21,718
6,21,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,1,731
6,21,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,6.75,732
6,21,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0.9,733
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0.53,734
5,29,y,r,0,1,0,1,2,0,1,0,1,2,0,1,0,1,3,0,1,0,1,3,0,1,0,1,4,0,1,0,1,4,0.32,598
5,29,y,r,0,1,0,1,10,0,1,0,2,8,0,1,0,1,9,0,1,0,1,8,0,1,0,1,9,0,1,0,1,9,0.58,605
6,21,o,c,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1.59,738
5,29,y,r,0,1,0,2,5,0,1,0,5,4,0,1,0,5,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0.21,609
5,29,y,r,0,1,0,10,10,0,1,0,2,8,0,1,0,1,9,0,1,0,1,8,0,1,0,1,9,0,1,0,1,9,0.58,610
6,21,o,c,0,0,0,0,7,1,0,0,0.5,7,1,0,0,0.5,7,1,0,0,1,7,0,0,0,0,7,0,0,0,0,7,9.16,743
5,29,y,r,0,0,0,0,5,0,1,0,5,4,0,1,0,5,4,0,1,0,4,1,0,1,0,4,1,0,1,0,1,4,0.21,611
5,29,y,r,0,1,0,1,10,0,1,0,2,8,0,1,0,1,9,0,1,0,8,1,0,1,0,9,1,0,1,0,1,9,0.58,612
5,29,y,r,0,1,0,1,7,0,1,0,1,8,0,0,0,0,10,0,1,0,10,1,0,1,0,9,1,0,1,0,1,9,0.56,613
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,1.32,748
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0.5,3,0.43,749
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,0,0,0,4,0,0,0,0,4,7.02,750
5,29,y,rc,0,0,0,0,5,0,1,0,1,7,0,1,0,2,5,0,1,0,1,5,0,1,0,1,6,0,1,0,1,5,0.6,639
6,21,o,c,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,1,0,0,0.5,5,0,0,0,0,5,0,0,0,0,4,,753
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,,754
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,,755
5,29,y,rc,0,0,0,0,2,0,0,0,1,2,0,1,0,1,2,0,1,0,2,1,0,1,0,1,1,0,1,0,1,4,0.09,640
6,21,y,r,0,1,0,2,1,0,1,0,5,1,0,1,0,5,1,0,1,0,5,1,0,1,0,5,1,0,1,0,1,4,,715
6,21,o,r,0,0,0,5,6,0,1,0,10,7,0,1,0,0.05,7,0,1,0,0.5,7,0,1,0,5,7,0,1,0,1,8,8.02,737
6,21,o,r,0,1,0,5,7,0,1,0,10,7,0,1,0,10,6,0,1,0,10,6,0,1,0,10,6,0,1,0,1,7,5.41,746
6,21,y,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0.5,2,1,0,0,0.01,3,0.23,723
4,21,y,rc,0,0,0,5,1,0,0,0,5,1,0,1,0,5,1,0,1,0,5,1,0,1,0,10,1,0,1,0,1,2,0.94,461
6,21,y,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,762
6,21,o,r,0,1,0,1,1,0,1,0,2,1,0,1,0,2,1,0,1,0,5,1,0,1,0,1,1,0,1,0,1,1,,772
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,,764
6,21,y,rc,0,1,0,2,2,0,1,0,5,2,0,1,0,5,2,0,1,0,5,3,0,1,0,1,3,0,1,0,1,3,,785
6,21,y,c,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,3,1,0,0,0.01,3,0.16,730
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,,767
6,21,y,c,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,0,0,0.01,3,,760
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,,769
6,21,y,r,0,1,0,5,4,0,1,0,1,3,0,1,0,1,3,0,1,0,5,4,0,1,0,1,5,0,1,0,1,5,,791
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,,771
6,21,y,r,0,1,0,10,5,0,1,0,1,5,0,1,0,1,6,0,1,0,2,7,0,1,0,1,6,0,1,0,1,6,,793
6,21,o,c,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,,773
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,774
6,21,o,r,0,1,0,5,1,0,1,0,5,2,0,1,0,5,2,0,1,0,2,2,0,1,0,1,2,0,1,0,1,2,,795
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,,776
6,21,o,rc,0,1,0,2,3,0,1,0,0.5,4,0,1,0,0.5,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,,867
6,21,o,r,0,0,0,0,2,0,1,0,2,4,0,1,0,2,4,0,1,0,5,3,0,1,0,1,4,0,1,0,1,4,,875
6,21,y,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,,779
6,21,y,m,0,1,0,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,,780
6,21,y,c,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,,781
6,21,y,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,782
6,21,o,rc,0,1,0,5,1,0,1,0,5,2,0,1,0,5,2,0,1,0,10,2,0,1,0,1,2,0,1,0,1,2,,879
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0.01,2,,768
6,21,y,c,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,1,0,0,0.01,4,,784
6,21,o,rc,0,1,0,2,6,0,1,0,1,6,0,1,0,1,6,0,1,0,0.5,6,0,1,1,1,5,0,1,1,1,5,,883
2,21,y,rc,0,0,0,0,1,0,0,0,25,1,0,0,0,25,1,0,1,0,50,1,0,1,0,50,1,1,0,0,0.01,1,,218
1,29,o,r,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,1,0,0,7,0,1,0,0.5,7,0,1,0,0.5,8,0.67,86
1,29,o,r,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,1,0,0,7,0,1,0,0.5,7,0,1,0,0.5,8,0.67,90
6,21,y,c,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,1,0,0,0.5,10,0,0,0,0,9,1,0,0,0.01,9,,790
5,29,y,c,0,1,0,0,4,1,1,0,1,5,1,1,0,1,5,1,1,0,1,5,1,1,0,1,5,1,1,0,0.5,5,1.3,527
1,29,o,rc,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,1,1,1,0.5,5,1,1,1,0.5,5,1,1,1,0.5,5,0.96,127
5,29,o,rc,0,0,0,0,4,0,1,0,0,3,1,0,0,0,3,1,1,1,0.5,5,1,1,1,0.5,5,1,1,1,0.5,3,0.92,627
3,29,o,r,0,1,0,1,3,0,1,0,0.5,4,0,0,0,0,3,0,1,0,0.5,3,0,1,0,0.5,3,0,1,0,0.5,3,0.45,334
6,21,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,,796
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,,797
4,21,y,rc,0,0,0,0,1,0,0,0,50,1,0,0,0,75,1,0,1,0,75,1,0,1,0,50,1,1,0,0,0.01,1,,446
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,,799
4,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,1,0,5,1,0,0,0,0,1,,480
6,21,o,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,,801
3,29,o,r,0,1,0,1,7,0,1,0,10,8,0,1,0,5,8,0,1,0,1,8,0,1,0,0.5,8,0,1,0,0.5,8,1.54,342
5,29,o,r,0,1,0,1,5,0,1,0,0.5,5,0,1,0,1,5,0,1,0,1,15,0,1,0,1,15,0,1,0,0.5,5,1.65,593
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,804
6,21,y,r,0,1,0,5,2,0,1,0,8,1,0,1,0,8,1,0,1,0,10,1,0,1,0,0.5,2,0,1,0,0.5,2,,761
6,21,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,,807
6,21,y,rc,0,1,0,2,2,0,1,0,0.5,1,0,1,0,0.5,1,0,1,0,0.5,1,0,1,0,0.5,2,0,1,0,0.5,2,,788
6,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0.01,2,,809
6,21,o,r,0,1,0,5,3,0,1,0,8,4,0,1,0,8,4,0,1,0,1,4,0,1,0,0.5,5,0,1,0,0.5,5,,818
6,21,o,r,0,1,0,10,1,0,1,0,1,2,0,1,0,1,2,0,1,0,1,2,0,1,0,0.5,2,0,1,0,0.5,2,,822
6,21,o,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,812
6,21,o,rc,0,1,0,10,3,0,1,0,8,2,0,1,0,8,2,0,1,0,15,3,0,1,0,0.5,3,0,1,0,0.5,3,,850
6,21,y,r,0,1,0,1,1,0,0,0,0,2,0,0,0,0,2,0,1,0,10,1,0,0,0,0,3,0,0,0,0,3,,814
6,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,,815
6,21,o,r,0,1,0,15,4,0,1,0,5,5,0,1,0,5,6,0,1,0,5,6,0,1,0,0.5,5,0,1,0,0.5,5,,855
6,21,o,rc,0,1,0,15,1,0,1,0,2,2,0,1,0,2,2,0,1,0,1,2,0,1,0,0.5,2,0,1,0,0.5,2,,863
6,21,y,c,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0.01,2,,819
2,21,y,rc,0,1,0,10,1,0,1,0,25,1,0,1,0,25,1,0,1,0,50,1,0,1,0,50,3,1,1,0,0.01,3,0.19,211
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,821
4,21,y,rc,0,1,0,10,1,0,1,0,10,1,0,1,0,50,1,0,1,0,20,1,0,1,0,20,3,1,1,0,0.01,3,0.19,445
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,,823
1,29,y,r,0,1,0,1,1,0,1,0,1,1,0,1,0,5,1,0,1,0,2,2,0,1,0,2,2,0,1,0,0.01,2,-0.02,105
6,21,o,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,827
1,29,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2,2,0,1,0,0.01,2,-0.02,112
6,21,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,829
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,,830
1,29,o,rc,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0.01,1,0.01,116
6,21,y,c,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1,0,0,0.01,4,,833
4,21,y,r,0,1,0,50,1,0,1,0,50,1,0,1,0,50,1,0,1,0,50,1,0,1,0,50,1,,1,0,0.01,1,,476
6,21,o,m,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,,838
6,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,25,1,0,0,0,0,1,0,0,0,0,1,,839
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,,841
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,842
1,29,o,rc,0,0,0,0,3,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,118
1,29,o,rc,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0.01,1,0.01,122
1,29,o,rc,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,4,0,1,0,0.01,4,0.34,123
6,21,o,c,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,,846
6,21,o,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,,847
1,29,o,rc,0,0,0,0,3,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,124
6,21,o,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,,849
1,29,o,rc,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,1,0,0,3,0,1,0,0,2,0,1,0,0.01,2,0.14,126
2,21,y,r,0,1,0,25,2,0,1,0,50,2,0,1,0,50,2,0,1,0,50,2,0,1,0,50,2,0,1,0,0.01,2,0.81,179
2,21,y,r,0,1,0,25,2,0,1,0,50,2,0,1,0,35,2,0,1,0,25,2,0,1,0,25,2,0,1,0,0.01,2,0.81,214
2,21,y,r,0,1,0,15,1,0,1,0,25,1,0,1,0,35,1,0,1,0,75,1,0,1,0,0,1,0,1,0,0.01,4,,230
6,21,o,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,,857
6,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,1,0,10,1,1,0,0,0.01,1,,699
3,29,o,rc,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,367
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,,861
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,,862
3,29,o,rc,0,1,0,0,2,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,4,0,1,0,0.01,3,0.61,368
3,29,o,rc,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,373
6,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,,757
3,29,o,rc,0,1,0,0,2,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,4,0,1,0,0.01,3,0.61,374
3,29,o,rc,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,4,0,1,0,0.01,4,0.34,376
