replicate ,temp,age_gp,inoc,CollD5,RhizD5,coinfectedD5,plaD5,tillersD5,CollD7,RhizD7,coinfectedD7,plaD7,tillersD7,CollD10,RhizD10,coinfectedD10,plaD10,tillersD10,CollD12,RhizD12,coinfectedD12,plaD12,tillersD12,CollD15,RhizD15,coinfectedD15,plaD15,tillersD15,CollD20,RhizD20,coinfectedD20,plaD20,tillersD20,dry.biomass,plant_ID
5,29,y,r,0,1,0,5,3,0,1,0,10,3,0,1,0,10,3,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,0.61,607
5,29,y,r,0,1,0,1,2,0,1,0,5,2,0,1,0,1,2,0,1,0,0,2,0,1,0,0,2,0,1,0,5,2,0.1,608
5,29,y,r,0,1,0,10,3,0,1,0,10,3,0,1,0,10,3,0,1,0,4,5,0,1,0,4,5,0,1,0,5,4,0.61,615
5,29,y,r,0,1,0,10,2,0,0,0,0,2,0,1,0,1,2,0,0,0,2,0,0,0,0,2,0,0,1,0,5,2,0.1,616
5,29,y,rc,0,0,0,0,5,0,1,0,40,5,0,1,0,15,5,0,1,0,10,5,0,1,0,5,5,0,1,0,5,6,0.34,641
5,29,y,rc,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,1,2,0,1,0,5,2,0.04,650
6,21,o,r,0,0,0,0,3,0,0,0,0,3,0,1,0,1,3,0,1,0,0,0,0,1,0,1,3,0,1,0,5,4,6.2,686
6,21,o,r,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,5,4,0,1,0,5,5,,689
6,21,y,rc,0,1,0,15,2,0,1,0,5,1,0,1,0,5,1,0,1,0,8,1,0,1,0,5,4,0,1,0,5,4,,792
6,21,y,r,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,1,0,5,5,2.26,713
6,21,y,r,0,1,0,5,1,0,1,0,10,1,0,1,0,15,1,0,1,0,30,1,0,1,0,30,1,0,1,0,5,2,,725
6,21,o,r,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,1,0,2,4,0,1,0,5,4,0.61,735
6,21,o,r,0,1,0,10,3,0,1,0,5,3,0,1,0,10,3,0,1,0,15,3,0,1,0,10,3,0,1,0,5,4,5.66,739
6,21,o,r,0,1,0,5,3,0,1,0,5,3,0,1,0,5,4,0,1,0,5,4,0,1,0,10,4,0,1,0,5,5,,742
6,21,o,r,0,1,0,5,8,0,1,0,5,8,0,1,0,5,8,0,1,0,5,8,0,1,0,1,7,0,1,0,5,8,9.51,744
6,21,o,r,0,1,0,5,3,0,1,0,5,2,0,1,0,5,3,0,1,0,2,3,0,1,0,5,3,0,1,0,5,3,,752
6,21,y,r,0,1,0,15,2,0,1,0,2,3,0,1,0,2,3,0,1,0,2,3,0,1,0,5,4,0,1,0,5,4,,758
6,21,y,r,0,1,0,10,2,0,1,0,5,2,0,1,0,5,2,0,1,0,10,3,0,1,0,5,2,0,1,0,5,2,,789
6,21,o,r,0,1,0,25,2,0,1,0,10,2,0,1,0,10,2,0,1,0,10,3,0,1,0,5,3,0,1,0,5,3,,803
6,21,o,rc,0,1,0,5,2,0,1,0,2,3,0,1,0,2,3,0,1,0,2,3,0,1,0,5,3,0,1,0,5,3,,813
6,21,y,r,0,1,0,20,2,0,1,0,5,3,0,1,0,5,3,0,1,0,10,3,0,1,0,5,7,0,1,0,5,7,,820
6,21,o,rc,0,1,0,5,3,0,1,0,5,3,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,,828
6,21,o,r,0,1,0,15,2,0,1,0,5,2,0,1,0,5,2,0,1,0,10,3,0,1,0,5,3,0,1,0,5,3,,832
6,21,o,r,0,1,0,5,2,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,0,1,0,5,4,,860
6,21,o,r,0,1,0,5,4,0,1,0,2,4,0,1,0,2,4,0,1,0,1,4,0,1,0,5,4,0,1,0,5,4,,874
6,21,o,rc,0,1,0,1,2,0,1,0,2,2,0,1,0,2,2,0,1,0,5,2,0,1,0,5,2,0,1,0,5,2,,884
6,21,o,rc,0,0,0,0,3,0,1,0,5,3,0,1,0,5,3,0,1,0,5,3,0,1,0,5,3,0,1,0,5,3,,902
1,29,y,rc,0,0,0,0,10,0,1,0,1,10,0,1,0,5,10,1,1,1,5,8,1,1,1,5,9,1,1,1,2,9,0.32,140
5,29,y,rc,0,1,0,5,10,1,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,1,1,2,9,0.32,644
6,21,y,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0.5,3,1,0,0,0.5,3,,899
1,29,y,rc,0,1,0,1,5,0,1,0,1,4,0,1,0,2,4,0,1,0,2,4,0,1,0,2,4,1,1,0,2,2,0.35,135
2,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,2,0.99,192
4,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0.23,459
6,21,y,rc,0,1,0,5,5,0,0,0,2,5,0,1,0,2,5,0,1,0,10,5,0,1,0,2,5,1,1,0,2,5,,787
1,29,y,c,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0.5,0,1,0,0,0.5,1,1,0,0,0.01,1,-0.03,23
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,,406
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,,407
1,29,y,c,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0.5,0,1,0,0,0.01,1,-0.03,29
4,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.36,418
4,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1.67,419
4,21,y,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,1.26,420
4,21,y,m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
4,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,422
4,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,,423
4,21,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,6.75,424
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,,425
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,,426
4,21,o,m,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0.5,4,,427
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,0,0,0,4,0,0,0,0,4,7.02,428
2,21,o,rc,0,1,0,50,3,0,1,0,50,3,0,1,0,0,3,0,1,0,0,3,0,1,0,2,3,0,1,1,2,3,,204
2,21,y,r,0,1,0,30,1,0,1,0,50,1,0,1,0,25,1,0,1,0,25,1,0,1,0,10,1,0,1,0,2,2,1,180
4,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,,431
4,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,,432
2,21,y,r,0,1,0,30,1,0,1,0,30,1,0,1,0,25,1,0,1,0,20,1,0,1,0,10,1,0,1,0,2,2,1,216
2,21,y,r,0,1,0,1,1,0,1,0,20,1,0,1,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,0,2,4,2.01,221
4,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,3,1.71,464
6,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,3,1.71,679
6,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0.23,693
4,21,o,r,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5.55,438
6,21,o,rc,0,1,0,10,5,0,1,0,2,6,0,1,0,2,7,0,1,0,1,8,0,1,0,2,9,0,1,0,2,9,,756
6,21,y,r,0,1,0,5,6,0,1,0,1,7,0,1,0,1,7,0,1,0,1,8,0,1,0,2,7,0,1,0,2,7,,763
6,21,y,r,0,1,0,5,2,0,1,0,5,3,0,1,0,5,5,0,1,0,1,6,0,1,0,2,5,0,1,0,2,5,,765
6,21,o,r,0,1,0,5,3,0,1,0,1,3,0,1,0,1,3,0,1,0,1,3,0,1,0,2,3,0,1,0,2,3,,770
3,29,y,c,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0.5,3,1,0,0,0.01,5,0.36,275
3,29,y,c,0,0,0,0,2,1,0,0,0.5,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0.01,5,0.36,281
6,21,o,r,0,1,0,5,2,0,1,0,2,2,0,1,0,2,3,0,1,0,1,3,0,1,0,2,3,0,1,0,2,3,,777
3,29,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0,1,0,0,1,0,1,0,0,0.01,1,-0.03,286
1,29,o,rc,0,0,0,0,6,0,1,0,0,7,0,0,0,0,7,1,0,0,0,7,1,0,0,0,1,1,0,0,0.01,6,1.09,119
1,29,o,rc,0,0,0,0,6,0,1,0,0,7,0,0,0,0,7,1,0,0,0,7,1,0,0,0,1,1,0,0,0.01,6,1.09,132
4,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2.09,458
3,29,o,rc,0,0,0,0,8,1,1,1,1,8,1,1,1,1,7,1,0,0,0,7,1,0,0,0,7,1,0,0,0.01,8,1.59,379
4,21,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0.22,460
6,21,o,r,0,1,0,5,3,0,1,0,5,2,0,1,0,5,2,0,1,0,5,3,0,1,0,2,3,0,1,0,2,3,,810
6,21,o,rc,0,1,0,5,2,0,1,0,5,1,0,1,0,5,1,0,1,0,5,1,0,1,0,2,2,0,1,0,2,2,,845
5,29,o,rc,0,0,0,0,5,0,0,0,0,1,1,0,0,0,5,1,0,0,0,5,1,0,0,0,3,1,0,0,0.01,5,0.75,620
6,21,o,rc,0,1,0,15,3,0,1,0,2,4,0,1,0,2,4,1,1,1,2,5,0,1,0,2,4,0,1,0,2,4,,848
5,29,o,rc,0,0,0,0,8,0,0,0,0,8,1,0,0,0,8,1,0,0,0,8,1,0,0,0,6,1,0,0,0.01,8,1.06,629
6,21,o,r,0,1,0,15,1,0,1,0,10,2,0,1,0,10,2,0,1,0,10,3,0,1,0,2,2,0,1,0,2,2,,851
4,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.55,469
4,21,y,r,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1.71,471
5,29,o,rc,0,0,0,0,5,0,0,0,0,1,1,0,0,0,5,1,0,0,0,5,1,0,0,0,2,1,0,0,0.01,5,0.75,633
6,21,o,rc,0,1,0,5,2,0,1,0,0.5,2,0,1,0,0.5,2,0,1,0,1,2,0,1,0,2,2,0,1,0,2,2,,856
6,21,o,rc,0,0,0,0,3,0,1,0,1,3,0,1,0,1,3,0,1,0,1,3,0,1,1,2,3,0,1,1,2,3,,864
4,21,y,m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,477
2,21,y,c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.01,2,0.23,215
6,21,o,rc,0,1,0,2,2,0,1,0,2,2,0,1,0,2,2,0,1,0,1,3,0,1,1,2,3,0,1,1,2,3,,866
2,21,y,c,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0,217
6,21,o,rc,0,1,0,5,5,0,1,0,5,4,0,1,0,5,4,0,1,0,2,5,0,1,0,2,4,0,1,0,2,4,,876
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1.08,483
6,21,o,rc,0,1,0,2,1,0,1,0,10,2,0,1,0,10,2,0,1,0,15,2,0,1,0,2,2,0,1,0,2,2,,878
6,21,o,r,0,1,0,5,1,0,1,0,10,2,0,1,0,10,2,0,1,0,5,3,0,1,0,2,2,0,1,0,2,2,,886
4,21,o,r,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5.55,490
6,21,y,r,0,1,0,5,1,0,1,0,10,2,0,1,0,10,2,0,1,0,10,2,0,1,0,2,2,0,1,0,2,2,,893
6,21,o,r,0,0,0,0,1,0,1,0,5,1,0,1,0,5,1,0,1,0,10,1,0,1,0,2,2,0,1,0,2,2,,903
1,29,o,rc,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,5,0,1,0,0,4,0,1,0,1,4,0.34,117
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0.88,499
4,21,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6.35,500
4,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,4.12,501
5,29,o,c,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.01,507
5,29,o,c,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,1.5,519
5,29,y,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0.5,521
5,29,y,c,0,0,0,0,10,0,0,0,0,7,0,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0.58,522
5,29,y,c,0,0,0,0,8,0,0,0,0,10,0,0,0,0,8,0,0,0,0,5,0,0,0,0,7,0,0,0,0,9,0.41,523
5,29,y,c,0,0,0,0,10,0,0,0,0,7,0,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0.58,528
5,29,y,c,0,0,0,0,8,0,0,0,0,10,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0.41,529
5,29,y,c,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0.01,533
5,29,y,c,0,0,0,0,8,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,8,0.84,538
5,29,y,c,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0.34,539
5,29,o,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1.06,540
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.09,541
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.01,542
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,1.06,543
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.67,544
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0.23,545
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,1.61,546
5,29,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,1.1,547
5,29,o,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.09,548
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,1.13,549
5,29,o,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,1.27,550
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,1.06,551
5,29,o,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,1.09,552
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,1.01,553
5,29,o,m,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.13,554
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,1.44,555
5,29,o,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0.87,556
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,1.04,557
5,29,o,m,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,1.23,558
5,29,o,m,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0.83,559
5,29,o,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0.92,560
5,29,y,m,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0.03,561
5,29,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0.44,562
5,29,y,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0.27,563
5,29,y,m,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0.1,564
5,29,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.27,565
5,29,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,566
5,29,y,m,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,567
5,29,y,m,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15,568
5,29,y,m,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,569
5,29,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.08,570
5,29,y,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,571
5,29,y,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.27,572
5,29,y,m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.12,573
5,29,y,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.39,574
5,29,y,m,0,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.49,575
5,29,y,m,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.41,576
5,29,y,m,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.55,577
5,29,y,m,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.33,578
5,29,y,m,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,579
5,29,y,m,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.47,580
1,29,y,rc,0,0,0,0,5,0,1,0,1,4,0,1,0,1,4,1,1,1,5,4,1,1,1,5,4,1,1,1,1,3,0.35,149
1,29,y,rc,0,0,0,0,5,0,1,0,1,5,0,1,0,1,5,0,1,1,1,4,1,1,1,1,4,1,1,1,1,4,0.13,151
1,29,o,rc,0,1,0,0,7,0,1,0,0,7,1,1,0,0.5,7,1,1,0,0.5,5,1,1,1,1,6,1,1,1,1,6,0.78,121
1,29,o,rc,0,0,0,0,4,1,0,0,0,4,1,0,0,0,4,1,0,0,0,4,1,1,1,1,1,1,1,1,1,3,0.97,129
1,29,o,rc,0,0,0,0,3,1,0,0,0,3,1,1,0,0.5,3,1,1,0,0.5,3,1,1,1,0.5,4,1,1,1,1,3,1.5,130
3,29,o,rc,0,0,0,0,4,0,1,0,0,3,1,0,0,0,3,1,1,1,1,3,1,1,1,1,5,1,1,1,1,3,0.92,369
3,29,o,rc,0,1,0,0,3,0,1,0,0,4,1,1,1,1,5,1,1,1,1,5,1,1,1,1,4,1,1,1,1,4,0.48,372
3,29,o,rc,0,0,0,0,8,1,1,1,0.5,7,1,1,1,0.5,7,1,1,1,0.5,7,1,1,1,0.5,6,1,1,1,1,7,1.11,381
3,29,o,rc,0,0,0,0,4,0,1,0,0,3,1,0,0,0,3,1,1,1,0.5,3,1,1,1,1,5,1,1,1,1,3,0.92,382
3,29,o,rc,0,0,0,0,2,0,0,0,0,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,5,1,1,1,1,3,0.73,383
3,29,y,rc,0,1,0,1,5,1,1,1,1,7,1,1,1,2,5,1,1,1,0.5,5,1,1,1,1,6,1,1,1,1,5,0.6,392
3,29,y,rc,0,0,0,0,5,1,1,0,1,5,1,1,1,2,5,1,1,1,5,6,1,1,1,1,6,1,1,1,1,5,0.6,399
5,29,o,rc,0,1,0,0,2,0,1,0,0,2,0,1,0,0,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,0.14,623
5,29,o,rc,0,0,0,0,7,1,0,0,0,6,1,1,1,1,7,1,1,1,1,7,1,1,1,1,5,1,1,1,1,6,1.02,630
5,29,o,rc,0,0,0,0,7,0,1,0,0,6,0,1,0,0,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,7,1.65,631
5,29,o,rc,0,0,0,0,6,1,1,1,0.5,5,1,1,1,0.5,5,1,1,1,0.5,5,1,1,1,1,10,1,1,1,1,5,1.12,632
5,29,o,r,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0.5,5,0,0,0,0.5,0,0,0,0,0,4,1.02,597
5,29,o,rc,0,0,0,0,5,1,0,0,0,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,0.86,634
5,29,y,rc,0,1,0,1,5,1,1,1,1,7,1,1,1,2,5,1,1,1,1,5,1,1,1,1,6,1,1,1,1,1,0.6,635
5,29,y,rc,0,1,0,1,5,0,1,0,1,5,0,1,0,1,5,0,1,0,1,5,1,1,1,1,5,1,1,1,1,4,0.13,637
5,29,y,rc,0,1,0,1,4,0,1,0,20,3,0,1,0,10,5,0,1,0,5,5,1,1,1,1,5,1,1,1,1,5,0.15,646
5,29,y,rc,0,0,0,0,4,1,1,0,20,4,1,1,0,10,5,1,1,0,5,5,1,1,0,5,5,1,1,1,1,5,0.15,649
5,29,y,rc,0,0,0,0,10,0,1,0,1,10,0,1,0,5,10,1,1,1,5,10,1,1,1,1,10,1,1,1,1,9,0.32,652
1,29,y,rc,0,0,0,25,2,0,1,0,10,2,0,1,0,20,2,0,1,0,5,2,0,1,1,1,2,1,1,1,1,2,0.17,152
3,29,y,rc,0,0,0,25,2,0,1,0,10,2,0,1,0,20,2,0,1,0,5,2,0,1,1,1,2,1,1,1,1,2,0.17,391
6,21,y,rc,0,1,0,2,3,0,0,0,0.5,4,0,1,0,0.5,5,0,1,0,0.5,6,0,1,0,1,7,1,1,0,1,7,,783
1,29,o,r,0,0,0,0,6,0,1,0,0.5,4,0,0,0,0.5,5,0,1,0,0.5,5,0,1,0,1,5,0,1,0,1,6,1.11,81
1,29,o,r,0,0,0,0,3,0,1,0,0.5,3,0,1,0,0.5,3,0,1,0,1,3,0,1,0,1,3,0,1,0,1,4,0.97,88
1,29,o,r,0,0,0,0,6,0,1,0,0.5,7,0,1,0,0.5,6,0,1,0,1,5,0,1,0,1,5,0,1,0,1,5,0.89,92
1,29,o,r,0,1,0,1,6,0,0,0,0,5,0,1,0,1,6,0,1,0,1,8,0,1,0,1,5,0,1,0,1,6,1.11,93
1,29,o,r,0,0,0,0,6,0,0,0,0,7,0,1,0,0,7,0,1,0,0.5,0,0,1,0,0.5,1,0,1,0,1,8,0.67,94
1,29,o,r,0,0,0,0,3,0,1,0,0.5,4,0,0,0,0,3,0,1,0,1,15,0,1,0,1,10,0,1,0,1,3,0.45,96
1,29,y,r,0,0,0,0,5,0,1,0,5,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0.21,98
1,29,y,r,0,0,0,0,7,0,0,0,0,8,0,1,0,5,10,0,1,0,5,10,0,1,0,1,9,0,1,0,1,9,0.56,99
1,29,y,r,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,1,0,1,3,0,1,0,1,4,0,1,0,1,4,0.32,102
1,29,y,r,0,1,0,1,2,0,1,0,1,2,0,1,0,1,3,0,1,0,1,3,0,1,0,1,4,0,1,0,1,4,0.32,104
2,21,y,r,0,0,0,0,1,0,0,0,0,2,0,1,0,1,3,0,1,0,5,3,0,1,0,2,3,0,1,0,1,3,2.65,183
